 ,Mean(cell_0),Mean(Background),Mean(Reference)
1,113.041,99.912,107.641
2,113.036,99.898,107.035
3,112.867,99.906,107.524
4,101.563,99.828,107.182
5,103.537,99.892,107.202
6,104.676,99.917,107.449
7,105.814,99.921,107.616
8,105.990,99.702,107.637
9,106.606,99.848,107.493
10,106.903,99.745,108.156
11,107.326,99.949,107.914
12,108.205,99.937,107.831
13,108.847,99.829,107.142
14,108.990,99.889,106.969
15,108.445,99.850,107.455
16,108.547,99.841,107.747
17,108.643,99.862,107.509
18,108.276,99.753,106.898
19,108.048,99.856,107.127
20,107.887,99.809,106.927
21,108.498,99.824,107.548
22,108.912,99.797,107.630
23,108.816,99.901,106.841
24,109.021,99.940,106.868
25,108.855,99.759,107.312
26,109.160,99.934,107.307
27,109.100,99.701,107.289
28,108.717,99.818,107.779
29,109.407,100.011,107.288
30,108.935,99.924,107.336
31,109.433,99.853,107.615
32,109.053,99.723,107.505
33,108.750,99.781,107.048
34,109.005,99.784,106.932
35,108.877,99.885,108.001
36,109.535,100.000,107.615
37,109.132,99.759,107.923
38,110.301,99.794,107.750
39,108.745,99.864,107.724
40,109.223,99.865,107.788
41,109.111,99.685,107.949
42,109.053,99.784,107.207
43,108.825,99.854,107.380
44,109.717,99.781,107.018
45,109.135,99.754,106.553
46,109.474,99.839,107.053
47,109.578,99.888,107.083
48,109.759,99.796,106.665
49,110.015,99.745,106.362
50,109.526,99.871,106.843
51,109.148,99.895,107.312
52,109.563,99.776,107.182
53,109.629,99.933,107.393
54,109.433,99.757,107.013
55,109.959,99.900,107.275
56,110.547,99.771,106.883
57,109.825,99.880,106.653
58,110.133,99.762,107.828
59,109.876,99.809,107.858
60,110.060,99.823,107.160
61,110.100,99.932,107.046
62,109.899,99.865,107.270
63,109.609,99.888,106.866
64,109.621,99.899,106.919
