"time","Cond1"
0,0.94846732560092
0.989,0.937945267863443
1.989,0.927898555715818
2.359,0.924320965521307
6.516,0.888496893618984
9.906,0.863983153897171
13.249,0.842837659561088
16.585,0.82404419852318
19.925,0.807049587383892
23.265,0.791523792308773
26.606,0.777201482211724
29.946,0.763894591599086
33.285,0.751451436660801
36.647,0.739671817978789
40.027,0.728490712606188
43.367,0.718016902433412
46.707,0.708052284451399
50.048,0.698542411324311
53.4,0.689417468616374
56.748,0.680682253600395
60.085,0.672320561238723
63.425,0.664268406621545
66.766,0.656506969372092
70.147,0.648929246136046
73.487,0.641697534113152
76.826,0.634703484520822
80.166,0.627927737278315
83.506,0.621358718383303
86.847,0.614982113203792
90.186,0.608792231426712
93.527,0.602771283768826
96.901,0.596856423507413
100.28,0.591090502338431
103.652,0.58548550274743
106.992,0.580072808832286
110.333,0.574790009475151
113.672,0.569635298888559
117.012,0.564597932079249
120.352,0.559673807544099
123.692,0.554857622114586
127.032,0.550144403025007
130.407,0.545481625950982
133.747,0.540961574468755
137.088,0.536529946224483
140.429,0.532184217500787
143.769,0.527921984643469
147.109,0.52373847711472
150.449,0.519630431079162
153.788,0.515595960965185
157.152,0.511601481174822
160.525,0.507664234697216
163.904,0.503785486068753
167.246,0.500011195022417
170.587,0.496297302776924
173.927,0.492641542588131
177.274,0.489033206388585
180.615,0.485484340640006
183.956,0.481986539986689
187.296,0.478539037618452
190.672,0.475102686375935
194.021,0.471740169550499
197.361,0.46843112740946
200.702,0.465164034943506
204.042,0.461939463529857
207.404,0.45873426857637
210.761,0.45557322871455
214.101,0.45246605843687
217.441,0.449395518609338
220.813,0.446331620834307
224.158,0.443327015528477
227.516,0.440344561740203
230.864,0.437403790649494
234.204,0.434501788279154
237.543,0.431631495551079
240.906,0.428770921474597
244.246,0.425959280634656
247.586,0.423176168726874
250.962,0.420391332153349
254.302,0.417663483538141
257.655,0.414951670984438
260.994,0.412277102041197
264.334,0.40962702054997
267.674,0.407001667467317
271.026,0.404391200271164
274.406,0.401783065030008
277.746,0.399229103688588
281.155,0.396645778227285
284.491,0.394140192173194
287.851,0.391638553384922
291.187,0.389176178987815
294.527,0.386731805908078
297.907,0.384279107772843
301.246,0.381876477197655
304.586,0.379492968672176
307.926,0.377128960241112
311.302,0.374758949702093
314.656,0.372423450363544
317.996,0.370116275328997
321.335,0.367828022513116
324.673,0.36555838963823
328.011,0.3633064128631
331.35,0.361071158987173
334.692,0.358851062462762
338.031,0.356649859973459
341.41,0.354439240090679
344.75,0.352270658610369
348.089,0.350118920448453
351.428,0.347983155587156
354.766,0.345863785082335
358.107,0.343758078164036
361.448,0.341667747387169
364.787,0.339593837109533
368.158,0.337515243674932
371.534,0.335448679013402
374.907,0.333398871228268
378.247,0.33138363947711
381.586,0.329383286982012
384.926,0.327396452738632
388.273,0.325419459161887
391.657,0.323434704731348
394.996,0.321490081311683
398.335,0.319558956639029
401.71,0.31762058318421
405.049,0.315716172078959
408.407,0.31381411420133
411.778,0.311917860989636
415.157,0.310030214044885
418.496,0.30817767380992
421.836,0.306337144684514
425.333,0.304423435063079
428.677,0.302606088992413
432.069,0.300775154669896
435.601,0.298881900029581
438.939,0.297104940863488
442.276,0.295340355557974
445.778,0.293501134491433
449.231,0.291700181041055
452.63,0.289939434973726
455.968,0.288221812505567
459.306,0.286515510122221
462.682,0.28480119749952
466.022,0.283116364530126
469.36,0.281443574725742
472.89,0.279686465038421
476.365,0.277968575875479
479.889,0.276238359037709
483.311,0.274569588340475
486.659,0.272947652195941
489.998,0.271340577087848
493.408,0.269710065426616
496.747,0.268123930852622
500.086,0.266548032192173
503.425,0.264982288789216
506.788,0.263415475593211
510.156,0.261856496444757
513.495,0.260320902782518
516.833,0.258795606934742
520.169,0.257280977387329
523.544,0.255758486162161
526.907,0.254251182978436
530.245,0.252764660476154
533.583,0.25128760615223
536.92,0.249820387604925
540.268,0.248357700713205
543.606,0.246908655049601
546.96,0.245461920003359
550.298,0.244031230950271
553.696,0.242584126533313
557.035,0.241171222365459
560.41,0.239752158265673
563.775,0.238346314440621
567.162,0.236940303915284
570.499,0.235563839827676
573.837,0.234195629540757
577.181,0.232833588906082
580.519,0.23148254438665
583.907,0.230119937814531
587.275,0.228773975828857
590.614,0.227448008046318
593.95,0.226131529989403
597.287,0.224822897569492
600.866,0.223428457009923
604.268,0.222111641756866
607.67,0.220803209046321
611.009,0.219527100459864
614.412,0.218234724612891
617.748,0.216975765535679
621.164,0.215694737211518
624.511,0.214447499756203
627.849,0.213211365084469
631.187,0.211982915962292
634.525,0.210762099890656
637.863,0.209548864826989
641.201,0.208343159177805
644.575,0.207132049603077
647.93,0.205935284334122
651.266,0.204752685276244
654.611,0.203574243205265
657.949,0.202405551981913
661.295,0.201241313838926
664.66,0.200077739886794
668.023,0.198922097566598
671.408,0.197766154857822
674.783,0.196620828936224
678.165,0.195480292274003
681.503,0.194361579501814
684.958,0.193210914095791
688.294,0.192106840832357
691.661,0.190999394693713
694.999,0.189908270992716
698.337,0.18882385696142
701.738,0.187725830917546
705.154,0.18662987995535
708.492,0.185565606141794
711.83,0.184507864194928
715.171,0.18345566907443
718.51,0.182410555499551
721.847,0.181372469391175
725.184,0.180340740687926
728.522,0.179315021231208
731.899,0.178283705757467
735.287,0.177255444822515
738.654,0.176239879846392
741.991,0.175239541273552
745.328,0.174245312370283
748.666,0.173256857942003
752.004,0.172274437122521
755.34,0.171298593731548
758.676,0.170328698265517
762.019,0.169362695368228
765.411,0.168388558555038
768.748,0.167436100478496
772.084,0.166489722418078
775.425,0.165547694898947
778.763,0.164612241286326
782.101,0.163682475913309
785.446,0.162756429827952
788.782,0.16183849076869
792.162,0.160914126626475
795.535,0.159997341116798
798.877,0.159094525635224
802.214,0.158198531302327
805.55,0.157308234004269
808.891,0.156422007080571
812.228,0.155542205388933
815.565,0.154667730056227
818.935,0.153789977561545
822.273,0.152925845805135
825.654,0.15205591036565
828.991,0.151202520064173
832.333,0.150353018766778
835.669,0.149510167031572
839.008,0.148671651066947
842.35,0.147837451780179
845.697,0.147007055441443
849.035,0.146183894037066
852.406,0.145357631640293
855.804,0.144529840777429
859.156,0.143718230052819
862.493,0.142915126556117
865.83,0.142116856227465
869.166,0.141323625172823
872.53,0.140528565038204
875.908,0.139735043886502
879.246,0.138955660260782
882.582,0.138181422092672
885.955,0.13740332143015
889.292,0.136638170410847
892.66,0.135870565832097
895.997,0.135114608656129
899.333,0.13436340776854
902.67,0.133616483915314
906.007,0.132874034249213
909.343,0.132136250754724
912.68,0.131402662805404
916.053,0.130665621234758
919.408,0.129936932940011
922.775,0.12921004178726
926.16,0.128483682898481
929.498,0.127771719721502
932.835,0.127064220832891
936.172,0.12636094530422
939.536,0.125656227042733
942.91,0.124953670225719
946.289,0.124254317006828
949.659,0.12356103030684
953.025,0.122872730362076
956.413,0.122184107070095
959.749,0.121510119831865
963.088,0.120839541625993
966.425,0.120173353007079
969.792,0.119505190277837
973.159,0.11884103484994
976.537,0.118178710863363
979.927,0.117518037400018
983.369,0.116851306478057
986.872,0.116176949719228
990.215,0.115537310471284
993.553,0.114902419476537
996.911,0.114267523122363
